Source: MJ Menne CN Williams Jr. RS Vose NOAA National Climatic Data Center Asheville, NC
'170100',1952,4,2.94 
'170100',1952,5,4.1 
'170100',1952,6,3.75 
'170100',1952,7,0.75 
'170100',1952,8,2.91 
'170100',1952,9,3.09 
'170100',1952,10,3.27 
'170100',1952,11,3.71 
'170100',1952,12,5.85 
'170100',1953,1,6.77 
'170100',1953,2,5.9 
'170100',1953,3,12.56 
'170100',1953,4,5.55 
'170100',1953,5,3.3 
'170100',1953,6,2.44 
'170100',1953,7,3.36 
'170100',1953,8,2.72 
'170100',1953,9,3.7 
'170100',1953,10,6.28 
'170100',1953,11,6.52 
'170100',1953,12,6.44 
'170100',1954,1,4.67 
'170100',1954,2,6.33 
'170100',1954,3,5.74 
'170100',1954,4,5.82 
'170100',1954,5,5.84 
'170100',1954,6,6 
'170100',1954,7,3.08 
'170100',1954,8,4.05 
'170100',1954,9,8.49 
'170100',1954,10,5.72 
'170100',1954,11,6.64 
'170100',1954,12,7.71 
'170100',1955,1,1.93 
'170100',1955,2,8.23 
'170100',1955,3,6.2 
'170100',1955,4,2.61 
'170100',1955,5,2.61 
'170100',1955,6,2.69 
'170100',1955,7,1.54 
'170100',1955,8,4.07 
'170100',1955,9,2.2 
'170100',1955,10,4.16 
'170100',1955,11,6.63 
'170100',1955,12,1.13 
'170100',1956,1,7.15 
'170100',1956,2,4.03 
'170100',1956,3,5.65 
'170100',1956,4,3.98 
'170100',1956,5,4.24 
'170100',1956,6,2.26 
'170100',1956,7,4.87 
'170100',1956,8,2.39 
'170100',1956,9,3.87 
'170100',1956,10,4.1 
'170100',1956,11,5.22 
'170100',1956,12,4.9 
'170100',1957,1,3.38 
'170100',1957,2,2.37 
'170100',1957,3,2.53 
'170100',1957,4,3.24 
'170100',1957,5,3.07 
'170100',1957,6,2.81 
'170100',1957,7,3.52 
'170100',1957,8,1.4 
'170100',1957,9,1.68 
'170100',1957,10,2.16 
'170100',1957,11,8.7 
'170100',1957,12,6.91 
'170100',1958,1,12.33 
'170100',1958,2,4.2 
'170100',1958,3,4.02 
'170100',1958,4,7.15 
'170100',1958,5,4.49 
'170100',1958,6,3.17 
'170100',1958,7,5.79 
'170100',1958,8,2.79 
'170100',1958,9,3.51 
'170100',1958,10,7.3 
'170100',1958,11,7.59 
'170100',1958,12,2.35 
'170100',1959,1,6.09 
'170100',1959,2,3.56 
'170100',1959,3,5.53 
'170100',1959,4,3.03 
'170100',1959,5,1.54 
'170100',1959,6,7.2 
'170100',1959,7,2.42 
'170100',1959,8,2.84 
'170100',1959,9,3.59 
'170100',1959,10,8.48 
'170100',1959,11,12.53 
'170100',1959,12,6.16 
'170100',1960,1,4.98 
'170100',1960,2,9.83 
'170100',1960,3,2.95 
'170100',1960,4,4.44 
'170100',1960,5,5.88 
'170100',1960,6,3.19 
'170100',1960,7,5.42 
'170100',1960,8,1.21 
'170100',1960,9,4.36 
'170100',1960,10,4.87 
'170100',1960,11,6.28 
'170100',1960,12,5.8 
'170100',1961,1,2.99 
'170100',1961,2,4.1 
'170100',1961,3,3.54 
'170100',1961,4,6.56 
'170100',1961,5,7.48 
'170100',1961,6,3.51 
'170100',1961,7,3.93 
'170100',1961,8,1.21 
'170100',1961,9,3.49 
'170100',1961,10,3.78 
'170100',1961,11,9.61 
'170100',1961,12,5.66 
'170100',1962,1,4.48 
'170100',1962,2,2.82 
'170100',1962,3,1.71 
'170100',1962,4,6.46 
'170100',1962,5,1.98 
'170100',1962,6,2.5 
'170100',1962,7,3.14 
'170100',1962,8,3.06 
'170100',1962,9,5.38 
'170100',1962,10,4.72 
'170100',1962,11,10.07 
'170100',1962,12,7.76 
'170100',1963,1,4.31 
'170100',1963,2,5.49 
'170100',1963,3,3.72 
'170100',1963,4,2.82 
'170100',1963,5,5.42 
'170100',1963,6,1.53 
'170100',1963,7,2.72 
'170100',1963,8,4.06 
'170100',1963,9,3.68 
'170100',1963,10,4.5 
'170100',1963,11,14.31 
'170100',1963,12,2.65 
'170100',1964,1,6.11 
'170100',1964,2,2.68 
'170100',1964,3,3.71 
'170100',1964,4,4.68 
'170100',1964,5,2 
'170100',1964,6,1.89 
'170100',1964,7,4.45 
'170100',1964,8,3.49 
'170100',1964,9,2.83 
'170100',1964,10,3.7 
'170100',1964,11,5.68 
'170100',1964,12,7.37 
'170100',1965,1,2.25 
'170100',1965,2,6.18 
'170100',1965,3,0.63 
'170100',1965,4,3.89 
'170100',1965,5,2.01 
'170100',1965,6,1.45 
'170100',1965,7,1.41 
'170100',1965,8,2.97 
'170100',1965,9,2.09 
'170100',1965,10,4.78 
'170100',1965,11,8.65 
'170100',1965,12,3.43 
'170100',1966,1,5.45 
'170100',1966,2,3.9 
'170100',1966,3,4.66 
'170100',1966,4,0.96 
'170100',1966,5,2.64 
'170100',1966,6,2.97 
'170100',1966,7,3.55 
'170100',1966,8,2.99 
'170100',1966,9,4.25 
'170100',1966,10,4.41 
'170100',1966,11,9.34 
'170100',1966,12,4.14 
'170100',1967,1,2.57 
'170100',1967,2,5.59 
'170100',1967,3,1.7 
'170100',1967,4,3.25 
'170100',1967,5,5.69 
'170100',1967,6,4.35 
'170100',1967,7,2.64 
'170100',1967,8,3.15 
'170100',1967,9,7.35 
'170100',1967,10,2.47 
'170100',1967,11,5.93 
'170100',1967,12,8.87 
'170100',1968,1,4.58 
'170100',1968,2,2.6 
'170100',1968,3,4.73 
'170100',1968,4,3.6 
'170100',1968,5,3.1 
'170100',1968,6,4.65 
'170100',1968,7,1.52 
'170100',1968,8,1.99 
'170100',1968,9,2.73 
'170100',1968,10,3.7 
'170100',1968,11,10.05 
'170100',1968,12,7.13 
'170100',1969,1,4.66 
'170100',1969,2,6.91 
'170100',1969,3,3.69 
'170100',1969,4,4.78 
'170100',1969,5,2.97 
'170100',1969,6,2.6 
'170100',1969,7,5.16 
'170100',1969,8,3.08 
'170100',1969,9,6.17 
'170100',1969,10,2.61 
'170100',1969,11,11.4 
'170100',1969,12,12.82 
'170100',1970,1,1.05 
'170100',1970,2,7.67 
'170100',1970,3,4.54 
'170100',1970,4,6.12 
'170100',1970,5,4.59 
'170100',1970,6,3.88 
'170100',1970,7,2.87 
'170100',1970,8,4.24 
'170100',1970,9,2.97 
'170100',1970,10,5.62 
'170100',1970,11,4.83 
'170100',1970,12,6.24 
'170100',1971,1,3.34 
'170100',1971,2,7.12 
'170100',1971,3,5.29 
'170100',1971,4,2.39 
'170100',1971,5,4.42 
'170100',1971,6,2.54 
'170100',1971,7,3.25 
'170100',1971,8,2.71 
'170100',1971,9,3.15 
'170100',1971,10,3.89 
'170100',1971,11,5.2 
'170100',1971,12,3.43 
'170100',1972,1,3.76 
'170100',1972,2,5.76 
'170100',1972,3,8.96 
'170100',1972,4,3.84 
'170100',1972,5,3.23 
'170100',1972,6,7.67 
'170100',1972,7,2.97 
'170100',1972,8,1.43 
'170100',1972,9,4.68 
'170100',1972,10,5.93 
'170100',1972,11,8.7 
'170100',1972,12,7.65 
'170100',1973,1,5.81 
'170100',1973,2,4.86 
'170100',1973,3,4.37 
'170100',1973,4,8.6 
'170100',1973,5,5.98 
'170100',1973,6,6.24 
'170100',1973,7,4.78 
'170100',1973,8,2.98 
'170100',1973,9,4.04 
'170100',1973,10,3.95 
'170100',1973,11,4.85 
'170100',1973,12,10.88 
'170100',1974,1,4.36 
'170100',1974,2,3.69 
'170100',1974,3,5.27 
'170100',1974,4,6.14 
'170100',1974,5,4.94 
'170100',1974,6,4.59 
'170100',1974,7,3.87 
'170100',1974,8,2.2 
'170100',1974,9,4.79 
'170100',1974,10,1.7 
'170100',1974,11,6.94 
'170100',1974,12,2.92 
'170100',1975,1,5.7 
'170100',1975,2,2.85 
'170100',1975,3,5.48 
'170100',1975,4,3.69 
'170100',1975,5,1.73 
'170100',1975,6,5.75 
'170100',1975,7,2.7 
'170100',1975,8,2.62 
'170100',1975,9,4.1 
'170100',1975,10,5.5 
'170100',1975,11,8.99 
'170100',1975,12,7.56 
'170100',1976,1,7.56 
'170100',1976,2,5.69 
'170100',1976,3,3.36 
'170100',1976,4,6.03 
'170100',1976,5,4.97 
'170100',1976,6,3.42 
'170100',1976,7,5.74 
'170100',1976,8,3.59 
'170100',1976,9,2.51 
'170100',1976,10,6.81 
'170100',1976,11,2.88 
'170100',1976,12,5.94 
'170100',1977,1,5.54 
'170100',1977,2,4.52 
'170100',1977,3,6.71 
'170100',1977,4,4.08 
'170100',1977,5,2.72 
'170100',1977,6,8.38 
'170100',1977,7,2.32 
'170100',1977,8,3.58 
'170100',1977,9,6.03 
'170100',1977,10,9.66 
'170100',1977,11,5.05 
'170100',1977,12,8.91 
'170100',1978,1,10.8 
'170100',1978,2,1.39 
'170100',1978,3,4.39 
'170100',1978,4,4.59 
'170100',1978,5,2.6 
'170100',1978,6,4.55 
'170100',1978,7,1.6 
'170100',1978,8,1.48 
'170100',1978,9,2.46 
'170100',1978,10,6.1 
'170100',1978,11,3.03 
'170100',1978,12,3.56 
'170100',1979,1,13.51 
'170100',1979,2,4.54 
'170100',1979,3,6.93 
'170100',1979,4,8.57 
'170100',1979,5,8.18 
'170100',1979,6,1.23 
'170100',1979,7,2.61 
'170100',1979,8,3.65 
'170100',1979,9,3.41 
'170100',1979,10,8.25 
'170100',1979,11,6.12 
'170100',1979,12,3.77 
'170100',1980,1,1.95 
'170100',1980,2,1.47 
'170100',1980,3,5.91 
'170100',1980,4,7.29 
'170100',1980,5,1.71 
'170100',1980,6,3.04 
'170100',1980,7,5.04 
'170100',1980,8,1.32 
'170100',1980,9,5.35 
'170100',1980,10,6.18 
'170100',1980,11,7.56 
'170100',1980,12,3.25 
'170100',1981,1,2.32 
'170100',1981,2,7.08 
'170100',1981,3,2.4 
'170100',1981,4,5.09 
'170100',1981,5,3.92 
'170100',1981,6,4.34 
'170100',1981,7,5.01 
'170100',1981,8,3.02 
'170100',1981,9,7.78 
'170100',1981,10,7.07 
'170100',1981,11,5.03 
'170100',1981,12,8.18 
'170100',1982,1,4.91 
'170100',1982,2,4.13 
'170100',1982,3,3.92 
'170100',1982,4,5.77 
'170100',1982,5,0.92 
'170100',1982,6,5.73 
'170100',1982,7,2.6 
'170100',1982,8,2.86 
'170100',1982,9,3.63 
'170100',1982,10,1.83 
'170100',1982,11,8.41 
'170100',1982,12,3.05 
'170100',1983,1,4.23 
'170100',1983,2,4.48 
'170100',1983,3,6.93 
'170100',1983,4,10.41 
'170100',1983,5,7.94 
'170100',1983,6,1.54 
'170100',1983,7,3.61 
'170100',1983,8,4.73 
'170100',1983,9,3.32 
'170100',1983,10,3.99 
'170100',1983,11,14.57 
'170100',1983,12,8.59 
'170100',1984,1,4.13 
'170100',1984,2,8.9 
'170100',1984,3,9.04 
'170100',1984,4,5.07 
'170100',1984,5,6.22 
'170100',1984,6,7.47 
'170100',1984,7,4.86 
'170100',1984,8,0.8 
'170100',1984,9,1.5 
'170100',1984,10,2.2 
'170100',1984,11,2.2 
'170100',1984,12,6.58 
'170100',1985,1,0.79 
'170100',1985,2,2.51 
'170100',1985,3,4.65 
'170100',1985,4,1.88 
'170100',1985,5,3.71 
'170100',1985,6,4.99 
'170100',1985,7,2.03 
'170100',1985,8,7.76 
'170100',1985,9,2.29 
'170100',1985,10,2.52 
'170100',1985,11,7.66 
'170100',1985,12,3.59 
'170100',1986,1,7.51 
'170100',1986,2,2.81 
'170100',1986,3,5.77 
'170100',1986,4,4.67 
'170100',1986,5,3.35 
'170100',1986,6,2.54 
'170100',1986,7,8.43 
'170100',1986,8,3.32 
'170100',1986,9,3.42 
'170100',1986,10,2.1 
'170100',1986,11,8.49 
'170100',1986,12,5.13 
'170100',1987,1,7.34 
'170100',1987,2,1.31 
'170100',1987,3,3.82 
'170100',1987,4,4.68 
'170100',1987,5,2.79 
'170100',1987,6,4.02 
'170100',1987,7,1.83 
'170100',1987,8,1.96 
'170100',1987,9,9.03 
'170100',1987,10,4.04 
'170100',1987,11,3.82 
'170100',1987,12,5.42 
'170100',1988,1,3.3 
'170100',1988,2,7.24 
'170100',1988,3,3.19 
'170100',1988,4,3.41 
'170100',1988,5,2.59 
'170100',1988,6,1.6 
'170100',1988,7,5.75 
'170100',1988,8,3.69 
'170100',1988,9,3.28 
'170100',1988,10,6.57 
'170100',1988,11,11.62 
'170100',1988,12,1.21 
'170100',1989,1,2.55 
'170100',1989,2,3.84 
'170100',1989,3,4.58 
'170100',1989,4,4.39 
'170100',1989,5,7 
'170100',1989,6,5.12 
'170100',1989,7,2.27 
'170100',1989,8,3.26 
'170100',1989,9,4.6 
'170100',1989,10,6.68 
'170100',1989,11,8.1 
'170100',1989,12,3.96 
'170100',1990,1,7.21 
'170100',1990,2,1.98 
'170100',1990,3,1.01 
'170100',1990,4,5.23 
'170100',1990,5,9.55 
'170100',1990,6,4.92 
'170100',1990,7,4.52 
'170100',1990,8,2.88 
'170100',1990,9,3.82 
'170100',1990,10,5.79 
'170100',1990,11,6.16 
'170100',1990,12,6.95 
'170100',1991,1,3.94 
'170100',1991,2,2.2 
'170100',1991,3,7.7 
'170100',1991,4,4.68 
'170100',1991,5,4.27 
'170100',1991,6,1.49 
'170100',1991,7,3.15 
'170100',1991,8,8.68 
'170100',1991,9,6.72 
'170100',1991,10,5.88 
'170100',1991,11,5.07 
'170100',1991,12,4.19 
'170100',1992,1,8.89 
'170100',1992,2,6.85 
'170100',1992,3,2.14 
'170100',1992,4,3.78 
'170100',1992,5,1.13 
'170100',1992,6,4.77 
'170100',1992,7,3.26 
'170100',1992,8,3.87 
'170100',1992,9,2.69 
'170100',1992,10,2.55 
'170100',1992,11,4.52 
'170100',1992,12,2.73 
'170100',1993,1,2.6 
'170100',1993,2,5.82 
'170100',1993,3,6.56 
'170100',1993,4,7.75 
'170100',1993,5,1.5 
'170100',1993,6,4.59 
'170100',1993,7,2.12 
'170100',1993,8,0.69 
'170100',1993,9,5.64 
'170100',1993,10,6.31 
'170100',1993,11,6.56 
'170100',1993,12,9.27 
'170100',1994,1,6.17 
'170100',1994,2,1.7 
'170100',1994,3,8.09 
'170100',1994,4,4.94 
'170100',1994,5,7.9 
'170100',1994,6,3.6 
'170100',1994,7,1.82 
'170100',1994,8,2.54 
'170100',1994,9,5.78 
'170100',1994,10,5.34 
'170100',1994,11,7.96 
'170100',1994,12,4.09 
'170100',1995,1,7.26 
'170100',1995,2,5.11 
'170100',1995,3,3.35 
'170100',1995,4,3.99 
'170100',1995,5,7.38 
'170100',1995,6,3.47 
'170100',1995,7,3.67 
'170100',1995,8,0.54 
'170100',1995,9,2.02 
'170100',1995,10,5.04 
'170100',1995,11,12.73 
'170100',1995,12,5.52 
'170100',1996,1,5.26 
'170100',1996,2,3.58 
'170100',1996,3,4.5 
'170100',1996,4,7.1 
'170100',1996,5,5.68 
'170100',1996,6,5.05 
'170100',1996,7,7.48 
'170100',1996,8,0.65 
'170100',1996,9,8.68 
'170100',1996,10,4.03 
'170100',1996,11,2.91 
'170100',1996,12,11.25 
'170100',1997,1,7.24 
'170100',1997,2,3.62 
'170100',1997,3,5.97 
'170100',1997,4,4.76 
'170100',1997,5,4.24 
'170100',1997,6,2.26 
'170100',1997,7,2.2 
'170100',1997,8,3.09 
'170100',1997,9,2.14 
'170100',1997,10,1.55 
'170100',1997,11,7.18 
'170100',1997,12,4.56 
'170100',1998,1,10.7 
'170100',1998,2,6.9 
'170100',1998,3,6.52 
'170100',1998,4,3.85 
'170100',1998,5,3.1 
'170100',1998,6,6.4 
'170100',1998,7,1.81 
'170100',1998,8,3.15 
'170100',1998,9,1.05 
'170100',1998,10,8.17 
'170100',1998,11,2.51 
'170100',1998,12,2.32 
'170100',1999,1,7.25 
'170100',1999,2,4.53 
'170100',1999,3,8.51 
'170100',1999,4,0.36 
'170100',1999,5,2.76 
'170100',1999,6,1.87 
'170100',1999,7,1.57 
'170100',1999,8,1.4 
'170100',1999,9,8.52 
'170100',1999,10,5.39 
'170100',1999,11,6.36 
'170100',1999,12,4.56 
'170100',2000,1,5.63 
'170100',2000,2,3.74 
'170100',2000,3,3.9 
'170100',2000,4,7.54 
'170100',2000,5,4.7 
'170100',2000,6,2.03 
'170100',2000,7,4.13 
'170100',2000,8,1.73 
'170100',2000,9,2.68 
'170100',2000,10,6.09 
'170100',2000,11,4.28 
'170100',2000,12,5.74 
'170100',2001,1,1.9 
'170100',2001,2,3.63 
'170100',2001,3,5.57 
'170100',2001,4,1.79 
'170100',2001,5,1.8 
'170100',2001,6,2.41 
'170100',2001,7,0.8 
'170100',2001,8,1.07 
'170100',2001,9,1.96 
'170100',2001,10,1.67 
'170100',2001,11,3.41 
'170100',2001,12,3.93 
'170100',2002,1,4.09 
'170100',2002,2,5.07 
'170100',2002,3,6.79 
'170100',2002,4,6.64 
'170100',2002,5,3.93 
'170100',2002,6,5.39 
'170100',2002,7,2.73 
'170100',2002,8,1.11 
'170100',2002,9,5.01 
'170100',2002,10,4.9 
'170100',2002,11,8.9 
'170100',2002,12,4.72 
'170100',2003,1,2.26 
'170100',2003,2,4.4 
'170100',2003,3,4.79 
'170100',2003,4,2.85 
'170100',2003,5,1.81 
'170100',2003,6,1.74 
'170100',2003,7,2.96 
'170100',2003,8,1.14 
'170100',2003,9,4.26 
'170100',2003,10,7.36 
'170100',2003,11,5.08 
'170100',2003,12,5.28 
'170100',2004,1,0.75 
'170100',2004,2,0.23 
'170100',2004,3,0.85 
'170100',2004,4,3.62 
'170100',2004,5,3.39 
'170100',2004,6,2.57 
'170100',2004,7,2.61 
'170100',2004,8,5.13 
'170100',2004,9,2.83 
'170100',2004,10,2.95 
'170100',2004,11,5.26 
'170100',2004,12,5.5 
'170100',2005,1,3.82 
'170100',2005,2,1.3 
'170100',2005,3,8.07 
'170100',2005,4,3.79 
'170100',2005,5,13.27 
'170100',2005,6,2.36 
'170100',2005,7,1.4 
'170100',2005,8,3.66 
'170100',2005,9,2.88 
'170100',2005,10,15.61 
'170100',2005,11,6.18 
'170100',2005,12,5.2 
'170100',2006,1,4.59 
'170100',2006,2,3.58 
'170100',2006,3,1.64 
'170100',2006,4,3.22 
'170100',2006,5,6.72 
'170100',2006,6,11.79 
'170100',2006,7,6.56 
'170100',2006,8,2.61 
'170100',2006,9,3.31 
'170100',2006,10,9.21 
'170100',2006,11,8.16 
'170100',2006,12,5.78 
'170100',2007,1,4.62 
'170100',2007,2,3.12 
'170100',2007,3,6.34 
'170100',2007,4,10.5 
'170100',2007,5,4.04 
'170100',2007,6,2.8 
'170100',2007,7,3.33 
'170100',2007,8,2.56 
'170100',2007,9,3.81 
'170100',2007,10,5.52 
'170100',2007,11,7.51 
'170100',2007,12,5.78 
'170100',2008,1,4.78 
'170100',2008,2,9.13 
'170100',2008,3,8.1 
'170100',2008,4,4.19 
'170100',2008,5,1.44 
'170100',2008,6,2.8 
'170100',2008,7,4.5 
'170100',2008,8,5.68 
'170100',2008,9,11.07 
'170100',2008,10,3.64 
'170100',2008,11,5.98 
'170100',2008,12,5.47 
'170100',2009,1,3.19 
'170100',2009,2,1.92 
'170100',2009,3,2.46 
'170100',2009,4,4.85 
'170100',2009,5,5.48 
'170100',2009,6,10.19 
'170100',2009,7,6.69 
'170100',2009,8,5.7 
'170100',2009,9,2.66 
'170100',2009,10,7.32 
'170100',2009,11,4.68 
'170100',2009,12,5.71 
